latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month,max_temp,min_temp,rainfall
4.4591,34.5637,326.7,1.1,1.1,2008-01-01,805,Terra,MODIS,63,6.2,307.6,9.9,D,0,2008,1,37.59172,21.632343,14.247661
3.9008,34.3077,327.4,1.2,1.1,2008-01-01,805,Terra,MODIS,69,6.2,307.6,14.9,D,0,2008,1,33.566666,20.460218,10.484209
4.5905,35.06,333.8,1.1,1.0,2008-01-01,805,Terra,MODIS,77,6.2,310.4,19.4,D,0,2008,1,38.19066,21.656065,16.659372
4.5919,35.0503,333.8,1.1,1.0,2008-01-01,805,Terra,MODIS,77,6.2,311.1,18.8,D,0,2008,1,38.19066,21.656065,16.659372
4.6205,34.9848,353.5,1.1,1.0,2008-01-01,805,Terra,MODIS,96,6.2,311.3,60.6,D,0,2008,1,38.032852,21.538294,17.336357
3.8798,34.1139,322.5,1.2,1.1,2008-01-01,805,Terra,MODIS,36,6.2,305.2,11.6,D,0,2008,1,,,
4.6191,34.9945,345.4,1.1,1.0,2008-01-01,805,Terra,MODIS,90,6.2,312.5,39.5,D,0,2008,1,38.032852,21.538294,17.336357
4.6177,35.0043,336.5,1.1,1.0,2008-01-01,805,Terra,MODIS,81,6.2,312.2,21.4,D,0,2008,1,38.241756,21.53718,16.997864
4.6069,35.0127,328.5,1.1,1.0,2008-01-01,805,Terra,MODIS,44,6.2,311.2,9.0,D,0,2008,1,38.241756,21.53718,16.997864
4.5948,35.0309,331.1,1.1,1.0,2008-01-01,805,Terra,MODIS,58,6.2,310.4,12.7,D,0,2008,1,38.241756,21.53718,16.997864
4.5934,35.0406,335.1,1.1,1.0,2008-01-01,805,Terra,MODIS,79,6.2,311.0,19.9,D,0,2008,1,38.241756,21.53718,16.997864
3.8912,34.3062,324.4,1.2,1.1,2008-01-01,805,Terra,MODIS,55,6.2,305.8,11.3,D,0,2008,1,33.566666,20.460218,10.484209
4.6091,35.1915,326.1,1.1,1.0,2008-01-01,805,Terra,MODIS,52,6.2,305.1,13.1,D,0,2008,1,35.57737,21.168726,18.996157
4.6077,35.2012,345.1,1.1,1.0,2008-01-01,805,Terra,MODIS,90,6.2,306.8,45.7,D,0,2008,1,35.57737,21.168726,18.996157
-0.197,36.0478,319.4,1.0,1.0,2008-01-01,806,Terra,MODIS,55,6.2,304.3,7.2,D,0,2008,1,27.619125,9.379865,23.983215
0.2039,35.39,324.5,1.0,1.0,2008-01-01,806,Terra,MODIS,75,6.2,303.0,13.5,D,0,2008,1,24.440683,9.702274,34.981415
0.5465,35.3176,316.6,1.0,1.0,2008-01-01,806,Terra,MODIS,35,6.2,302.2,5.4,D,0,2008,1,26.486803,11.113208,29.290318
0.0934,35.5768,314.5,1.0,1.0,2008-01-01,806,Terra,MODIS,54,6.2,297.1,7.9,D,0,2008,1,22.735308,8.540372,44.246758
0.429,35.3615,324.8,1.0,1.0,2008-01-01,806,Terra,MODIS,74,6.2,303.4,14.4,D,0,2008,1,26.181581,10.664987,29.325846
0.0545,35.4017,326.0,1.0,1.0,2008-01-01,806,Terra,MODIS,77,6.2,298.7,19.2,D,0,2008,1,24.569107,10.497545,44.189625
0.0487,35.5705,325.3,1.0,1.0,2008-01-01,806,Terra,MODIS,77,6.2,300.5,17.1,D,0,2008,1,22.40247,8.127407,43.961563
0.1036,35.5692,381.8,1.0,1.0,2008-01-01,806,Terra,MODIS,100,6.2,303.3,156.7,D,0,2008,1,22.735308,8.540372,44.246758
0.0474,35.5793,323.5,1.0,1.0,2008-01-01,806,Terra,MODIS,72,6.2,299.8,16.1,D,0,2008,1,22.40247,8.127407,43.961563
0.8981,34.558,329.6,1.1,1.0,2008-01-01,806,Terra,MODIS,73,6.2,302.8,25.1,D,0,2008,1,23.460545,11.416243,41.908573
-3.8139,38.0167,326.8,1.3,1.1,2008-01-01,807,Terra,MODIS,75,6.2,305.2,18.2,D,0,2008,1,32.19061,19.16207,24.223745
-4.3208,38.8615,316.9,1.4,1.2,2008-01-01,807,Terra,MODIS,56,6.2,297.8,14.8,D,0,2008,1,31.457994,20.340322,26.186615
-4.3226,38.8743,327.7,1.4,1.2,2008-01-01,807,Terra,MODIS,79,6.2,297.0,33.5,D,0,2008,1,31.457994,20.340322,26.186615
-3.8141,38.0226,326.6,1.3,1.1,2008-01-01,807,Terra,MODIS,75,6.2,304.9,17.4,D,0,2008,1,32.19061,19.16207,24.223745
-4.4939,39.4429,332.7,1.0,1.0,2008-01-01,1100,Aqua,MODIS,83,6.2,303.5,17.8,D,0,2008,1,33.34557,23.540525,18.30738
-4.5298,39.3842,328.5,1.0,1.0,2008-01-01,1100,Aqua,MODIS,78,6.2,300.3,16.0,D,0,2008,1,33.600704,23.442478,18.754108
-4.5311,39.3752,323.0,1.0,1.0,2008-01-01,1100,Aqua,MODIS,70,6.2,299.9,9.4,D,0,2008,1,33.600704,23.442478,18.754108
-2.3844,40.7897,327.1,1.1,1.1,2008-01-01,1101,Aqua,MODIS,47,6.2,300.4,17.1,D,0,2008,1,34.125706,23.886492,24.484613
-2.3939,40.7911,322.7,1.1,1.1,2008-01-01,1101,Aqua,MODIS,43,6.2,296.9,11.3,D,0,2008,1,34.125706,23.886492,24.484613
-0.2931,35.6813,323.1,1.2,1.1,2008-01-01,1101,Aqua,MODIS,70,6.2,304.0,15.3,D,0,2008,1,22.533405,6.769604,36.175583
-1.7482,41.2963,336.5,1.2,1.1,2008-01-01,1101,Aqua,MODIS,87,6.2,301.2,36.2,D,0,2008,1,33.56227,23.852938,3.6776376
-0.4538,35.2083,323.0,1.3,1.1,2008-01-01,1101,Aqua,MODIS,72,6.2,301.5,19.6,D,0,2008,1,27.478,12.844937,75.27716
-0.287,36.0306,329.9,1.1,1.1,2008-01-01,1101,Aqua,MODIS,81,6.2,310.5,16.9,D,0,2008,1,27.704926,8.7161045,24.628904
-1.7498,41.2855,332.1,1.2,1.1,2008-01-01,1101,Aqua,MODIS,83,6.2,299.1,27.7,D,0,2008,1,33.679073,23.82094,3.6727047
0.4058,35.3564,351.9,1.2,1.1,2008-01-01,1102,Aqua,MODIS,95,6.2,307.3,71.9,D,0,2008,1,26.200901,10.632848,29.27397
0.9338,34.9109,324.9,1.3,1.1,2008-01-01,1102,Aqua,MODIS,49,6.2,310.3,11.3,D,0,2008,1,28.70169,12.713826,23.431442
0.899,35.1588,325.2,1.2,1.1,2008-01-01,1102,Aqua,MODIS,68,6.2,308.4,13.7,D,0,2008,1,28.192823,11.89559,21.037321
0.8892,35.1603,331.2,1.2,1.1,2008-01-01,1102,Aqua,MODIS,78,6.2,309.2,22.8,D,0,2008,1,28.192823,11.89559,21.037321
0.4887,35.2275,326.0,1.2,1.1,2008-01-01,1102,Aqua,MODIS,71,6.2,308.3,14.0,D,0,2008,1,26.976393,11.619627,32.866352
0.5404,35.2915,321.2,1.2,1.1,2008-01-01,1102,Aqua,MODIS,57,6.2,306.7,8.8,D,0,2008,1,26.913542,11.61232,32.06557
-0.1306,35.6011,327.9,1.2,1.1,2008-01-01,1102,Aqua,MODIS,52,6.2,302.7,19.6,D,0,2008,1,24.700714,8.857476,36.866917
0.5634,35.2435,324.8,1.2,1.1,2008-01-01,1102,Aqua,MODIS,66,6.2,307.7,12.2,D,0,2008,1,27.165102,11.637341,29.952286
0.0964,35.5575,335.7,1.2,1.1,2008-01-01,1102,Aqua,MODIS,84,6.2,296.5,40.7,D,0,2008,1,22.735308,8.540372,44.246758
0.098,35.5681,380.3,1.2,1.1,2008-01-01,1102,Aqua,MODIS,100,6.2,305.9,192.8,D,0,2008,1,22.735308,8.540372,44.246758
0.0883,35.5696,347.0,1.2,1.1,2008-01-01,1102,Aqua,MODIS,93,6.2,299.5,64.8,D,0,2008,1,22.735308,8.540372,44.246758
0.0578,35.5635,330.9,1.2,1.1,2008-01-01,1102,Aqua,MODIS,70,6.2,303.9,28.0,D,0,2008,1,22.40247,8.127407,43.961563
-0.1321,35.5906,326.7,1.2,1.1,2008-01-01,1102,Aqua,MODIS,67,6.2,304.2,18.1,D,0,2008,1,24.700714,8.857476,36.866917
0.0481,35.565,357.6,1.2,1.1,2008-01-01,1102,Aqua,MODIS,98,6.2,304.8,93.0,D,0,2008,1,22.40247,8.127407,43.961563
0.1248,34.1243,322.6,1.5,1.2,2008-01-01,1102,Aqua,MODIS,43,6.2,309.6,10.0,D,0,2008,1,30.297356,17.686764,43.732357
1.0198,35.2911,323.3,1.2,1.1,2008-01-01,1102,Aqua,MODIS,59,6.2,306.3,12.5,D,0,2008,1,27.066628,11.246634,22.478552
1.0182,35.2802,325.8,1.2,1.1,2008-01-01,1102,Aqua,MODIS,70,6.2,306.5,15.3,D,0,2008,1,27.066628,11.246634,22.478552
1.0295,35.2896,327.3,1.2,1.1,2008-01-01,1102,Aqua,MODIS,66,6.2,305.6,17.2,D,0,2008,1,27.066628,11.246634,22.478552
1.0279,35.2785,323.5,1.2,1.1,2008-01-01,1102,Aqua,MODIS,46,6.2,305.7,10.7,D,0,2008,1,27.066628,11.246634,22.478552
0.003,35.0422,322.5,1.3,1.1,2008-01-01,1102,Aqua,MODIS,67,6.2,308.7,12.6,D,0,2008,1,26.702728,12.829223,67.80291
-0.1141,35.2244,327.4,1.3,1.1,2008-01-01,1102,Aqua,MODIS,74,6.2,308.9,18.1,D,0,2008,1,29.769241,15.156574,67.13875
0.5665,34.1477,332.9,1.4,1.2,2008-01-01,1102,Aqua,MODIS,67,6.2,310.1,27.1,D,0,2008,1,30.504354,17.67234,50.2611
0.4871,35.2166,324.3,1.2,1.1,2008-01-01,1102,Aqua,MODIS,68,6.2,308.1,11.5,D,0,2008,1,26.976393,11.619627,32.866352
0.6314,35.0818,324.3,1.3,1.1,2008-01-01,1102,Aqua,MODIS,65,6.2,309.7,12.6,D,0,2008,1,27.501392,12.026813,28.611017
0.7323,35.1394,320.9,1.2,1.1,2008-01-01,1102,Aqua,MODIS,47,6.2,306.6,7.9,D,0,2008,1,27.488031,11.542831,24.897543
0.4042,35.3456,347.9,1.2,1.1,2008-01-01,1102,Aqua,MODIS,93,6.2,307.7,60.8,D,0,2008,1,26.200901,10.632848,29.27397
0.4156,35.355,334.9,1.2,1.1,2008-01-01,1102,Aqua,MODIS,83,6.2,307.0,30.8,D,0,2008,1,26.200901,10.632848,29.27397
0.414,35.3442,374.0,1.2,1.1,2008-01-01,1102,Aqua,MODIS,100,6.2,306.3,157.6,D,0,2008,1,26.200901,10.632848,29.27397
0.4124,35.3333,324.3,1.2,1.1,2008-01-01,1102,Aqua,MODIS,69,6.2,303.4,14.8,D,0,2008,1,26.480553,10.919542,32.118176
0.4269,35.3644,341.5,1.2,1.1,2008-01-01,1102,Aqua,MODIS,89,6.2,307.4,45.3,D,0,2008,1,26.181581,10.664987,29.325846
0.4253,35.3536,334.8,1.2,1.1,2008-01-01,1102,Aqua,MODIS,83,6.2,306.5,30.4,D,0,2008,1,26.181581,10.664987,29.325846
0.0082,35.4948,324.2,1.2,1.1,2008-01-01,1102,Aqua,MODIS,66,6.2,303.7,18.8,D,0,2008,1,22.396105,8.580539,45.282646
-0.1143,35.5772,321.6,1.2,1.1,2008-01-01,1102,Aqua,MODIS,21,6.2,303.6,9.5,D,0,2008,1,24.423107,8.679545,38.92799
-0.1,35.6076,334.6,1.2,1.1,2008-01-01,1102,Aqua,MODIS,66,6.2,305.4,30.2,D,0,2008,1,24.570133,8.785954,36.142624
-0.029,35.6033,326.9,1.2,1.1,2008-01-01,1102,Aqua,MODIS,73,6.2,301.0,25.2,D,0,2008,1,23.05297,8.366913,40.594875
4.5913,35.0312,334.5,1.1,1.1,2008-01-01,1103,Aqua,MODIS,30,6.2,317.2,10.6,D,0,2008,1,38.241756,21.53718,16.997864
4.6056,35.1939,329.0,1.1,1.1,2008-01-01,1103,Aqua,MODIS,49,6.2,310.3,13.7,D,0,2008,1,35.57737,21.168726,18.996157
4.6059,34.9981,345.9,1.1,1.1,2008-01-01,1103,Aqua,MODIS,89,6.2,318.3,33.3,D,0,2008,1,38.032852,21.538294,17.336357
4.6248,34.9953,334.1,1.1,1.1,2008-01-01,1103,Aqua,MODIS,51,6.2,317.4,12.4,D,0,2008,1,38.032852,21.538294,17.336357
3.883,34.111,332.3,1.3,1.1,2008-01-01,1103,Aqua,MODIS,73,6.2,309.5,26.4,D,0,2008,1,,,
4.5834,35.0427,333.7,1.1,1.1,2008-01-01,1103,Aqua,MODIS,52,6.2,316.1,10.8,D,0,2008,1,38.19066,21.656065,16.659372
4.5979,35.0097,335.3,1.1,1.1,2008-01-01,1103,Aqua,MODIS,66,6.2,318.0,11.9,D,0,2008,1,38.241756,21.53718,16.997864
4.6044,34.988,340.9,1.1,1.1,2008-01-01,1103,Aqua,MODIS,78,6.2,316.6,23.9,D,0,2008,1,38.032852,21.538294,17.336357
-0.1509,35.2904,312.1,1.7,1.3,2008-01-01,2027,Terra,MODIS,84,6.2,284.2,27.7,N,0,2008,1,29.46114,14.84631,70.685326
0.9311,34.7579,304.8,1.6,1.2,2008-01-01,2028,Terra,MODIS,62,6.2,280.4,17.8,N,0,2008,1,25.69717,11.462618,26.958818
0.507,35.4904,327.5,1.8,1.3,2008-01-01,2028,Terra,MODIS,100,6.2,272.3,69.0,N,0,2008,1,24.041027,9.758681,36.188633
0.5092,35.506,334.8,1.8,1.3,2008-01-01,2028,Terra,MODIS,100,6.2,273.4,90.6,N,0,2008,1,25.001724,11.031153,38.492702
0.5115,35.4954,342.6,1.8,1.3,2008-01-01,2028,Terra,MODIS,100,6.2,272.6,120.7,N,0,2008,1,24.041027,9.758681,36.188633
0.5138,35.5111,309.8,1.8,1.3,2008-01-01,2028,Terra,MODIS,78,6.2,271.0,29.0,N,0,2008,1,25.001724,11.031153,38.492702
0.9332,34.7724,313.5,1.6,1.2,2008-01-01,2028,Terra,MODIS,87,6.2,280.7,29.6,N,0,2008,1,25.69717,11.462618,26.958818
3.1321,34.5245,300.9,1.0,1.0,2008-01-01,2322,Aqua,MODIS,6,6.2,290.0,4.1,N,0,2008,1,,,
0.9327,34.7668,313.5,1.1,1.0,2008-01-01,2323,Aqua,MODIS,87,6.2,279.2,16.9,N,0,2008,1,25.69717,11.462618,26.958818
0.509,35.5101,313.4,1.2,1.1,2008-01-01,2323,Aqua,MODIS,87,6.2,273.9,21.2,N,0,2008,1,25.001724,11.031153,38.492702
0.5105,35.4995,319.4,1.2,1.1,2008-01-01,2323,Aqua,MODIS,98,6.2,273.4,27.8,N,0,2008,1,24.041027,9.758681,36.188633
0.9313,34.7766,315.9,1.1,1.0,2008-01-01,2323,Aqua,MODIS,92,6.2,279.9,19.1,N,0,2008,1,25.69717,11.462618,26.958818
1.0829,34.5642,339.5,2.7,1.6,2008-01-02,1145,Aqua,MODIS,88,6.2,299.8,148.9,D,0,2008,1,18.06174,4.3878546,42.670856
0.5808,34.1458,322.1,2.4,1.5,2008-01-02,1145,Aqua,MODIS,64,6.2,304.0,20.9,D,0,2008,1,30.504354,17.67234,50.2611
1.0776,34.5735,332.9,2.7,1.6,2008-01-02,1145,Aqua,MODIS,61,6.2,300.5,98.3,D,0,2008,1,18.06174,4.3878546,42.670856
0.8282,35.3634,324.4,3.1,1.7,2008-01-02,1145,Aqua,MODIS,70,6.2,307.2,48.9,D,0,2008,1,26.679184,10.570316,23.62224
0.5839,34.1675,322.4,2.5,1.5,2008-01-02,1145,Aqua,MODIS,53,6.2,304.1,23.8,D,0,2008,1,30.66102,17.712006,49.32286
4.6452,35.1898,304.8,3.1,1.7,2008-01-02,1934,Terra,MODIS,59,6.2,294.4,24.9,N,0,2008,1,34.542046,20.422565,21.283836
4.6447,35.1826,305.7,3.1,1.7,2008-01-02,1934,Terra,MODIS,62,6.2,294.9,27.3,N,0,2008,1,34.542046,20.422565,21.283836
2.3949,39.1108,332.1,1.0,1.0,2008-01-03,753,Terra,MODIS,73,6.2,309.8,12.8,D,0,2008,1,36.118065,22.129732,5.7843075
2.2339,35.2188,328.9,1.5,1.2,2008-01-03,753,Terra,MODIS,66,6.2,307.6,25.0,D,0,2008,1,31.33993,18.273064,11.209375
2.2631,35.2461,330.8,1.5,1.2,2008-01-03,753,Terra,MODIS,72,6.2,310.4,25.4,D,0,2008,1,32.667286,19.225998,10.174752
2.2015,35.2142,325.7,1.5,1.2,2008-01-03,753,Terra,MODIS,50,6.2,305.0,18.7,D,0,2008,1,30.856174,17.904194,11.213129
2.2081,35.2217,327.3,1.5,1.2,2008-01-03,753,Terra,MODIS,52,6.2,307.3,21.0,D,0,2008,1,30.856174,17.904194,11.213129
2.4092,39.0764,327.4,1.0,1.0,2008-01-03,753,Terra,MODIS,11,6.2,306.1,10.1,D,0,2008,1,35.670746,22.346766,5.7825565
2.4079,39.0853,335.9,1.0,1.0,2008-01-03,753,Terra,MODIS,75,6.2,306.5,19.9,D,0,2008,1,36.118065,22.129732,5.7843075
-1.5704,41.4112,322.0,1.2,1.1,2008-01-03,754,Terra,MODIS,74,6.2,301.2,14.6,D,0,2008,1,33.52002,23.769537,2.4543374
-1.572,41.4221,316.7,1.2,1.1,2008-01-03,754,Terra,MODIS,65,6.2,299.1,7.5,D,0,2008,1,33.52881,23.785072,2.4557006
-0.6682,34.2591,327.2,1.6,1.2,2008-01-03,754,Terra,MODIS,44,6.2,301.1,27.9,D,0,2008,1,29.58212,16.452995,39.304333
-0.6703,34.2735,328.9,1.6,1.2,2008-01-03,754,Terra,MODIS,53,6.2,301.9,33.1,D,0,2008,1,29.58212,16.452995,39.304333
-0.6816,34.2729,320.4,1.6,1.2,2008-01-03,754,Terra,MODIS,57,6.2,301.1,17.5,D,0,2008,1,29.58212,16.452995,39.304333
-0.6818,34.2663,322.0,1.6,1.2,2008-01-03,754,Terra,MODIS,67,6.2,301.5,20.5,D,0,2008,1,29.58212,16.452995,39.304333
-0.0946,35.578,320.1,1.3,1.1,2008-01-03,754,Terra,MODIS,66,6.2,304.1,11.4,D,0,2008,1,24.423107,8.679545,38.92799
0.1946,35.6976,315.4,1.3,1.1,2008-01-03,754,Terra,MODIS,14,6.2,296.7,14.1,D,0,2008,1,23.150217,9.939323,39.250137
0.4564,35.5842,321.9,1.3,1.1,2008-01-03,754,Terra,MODIS,61,6.2,301.6,20.4,D,0,2008,1,29.220371,14.211153,32.457558
0.0862,35.3855,332.0,1.4,1.2,2008-01-03,754,Terra,MODIS,82,6.2,298.8,43.0,D,0,2008,1,22.879633,9.792455,43.46397
0.0759,35.3834,356.7,1.4,1.2,2008-01-03,754,Terra,MODIS,98,6.2,301.4,116.1,D,0,2008,1,24.569107,10.497545,44.189625
0.0742,35.3956,320.9,1.4,1.2,2008-01-03,754,Terra,MODIS,66,6.2,299.2,21.9,D,0,2008,1,24.569107,10.497545,44.189625
0.0535,35.4118,314.3,1.4,1.2,2008-01-03,754,Terra,MODIS,25,6.2,298.7,12.5,D,0,2008,1,24.569107,10.497545,44.189625
-2.1882,40.8902,318.2,1.2,1.1,2008-01-03,754,Terra,MODIS,64,6.2,298.9,12.1,D,0,2008,1,33.832615,24.156057,16.810705
-2.3697,40.5753,315.7,1.1,1.1,2008-01-03,754,Terra,MODIS,63,6.2,298.5,9.3,D,0,2008,1,33.990982,23.715467,28.57543
1.064,34.4985,316.7,1.6,1.3,2008-01-03,754,Terra,MODIS,16,6.2,303.4,18.1,D,0,2008,1,,,
-1.5818,41.4207,327.4,1.2,1.1,2008-01-03,754,Terra,MODIS,80,6.2,300.7,21.6,D,0,2008,1,33.52881,23.785072,2.4557006
-1.5802,41.4098,366.2,1.2,1.1,2008-01-03,754,Terra,MODIS,100,6.2,301.7,127.9,D,0,2008,1,33.52002,23.769537,2.4543374
-4.3623,39.5238,320.0,1.1,1.0,2008-01-03,755,Terra,MODIS,36,6.2,301.0,6.0,D,0,2008,1,33.22336,23.272953,20.246946
-4.0762,39.016,321.8,1.0,1.0,2008-01-03,755,Terra,MODIS,49,6.2,303.7,7.2,D,0,2008,1,31.949625,20.358406,21.486704
-4.3315,38.8742,328.2,1.3,1.1,2008-01-03,1048,Aqua,MODIS,41,6.2,308.1,16.0,D,0,2008,1,31.457994,20.340322,26.186615
-4.3632,39.5337,322.6,1.2,1.1,2008-01-03,1048,Aqua,MODIS,44,6.2,301.6,9.5,D,0,2008,1,33.22336,23.272953,20.246946
-4.3858,39.5149,324.0,1.2,1.1,2008-01-03,1048,Aqua,MODIS,22,6.2,303.5,11.1,D,0,2008,1,,23.652645,18.774487
-4.3262,39.4234,326.6,1.2,1.1,2008-01-03,1048,Aqua,MODIS,71,6.2,301.9,18.7,D,0,2008,1,32.318794,22.284386,21.289114
-4.1973,39.4771,332.5,1.2,1.1,2008-01-03,1048,Aqua,MODIS,80,6.2,302.0,29.2,D,0,2008,1,31.797224,21.411203,24.5794
-4.3892,38.9061,321.8,1.3,1.1,2008-01-03,1048,Aqua,MODIS,48,6.2,303.3,9.7,D,0,2008,1,31.960157,21.091232,24.049744
-4.0868,39.606,324.8,1.2,1.1,2008-01-03,1048,Aqua,MODIS,53,6.2,303.0,12.2,D,0,2008,1,33.31385,22.902044,24.007605
-2.2148,40.7514,320.8,1.0,1.0,2008-01-03,1048,Aqua,MODIS,70,6.2,301.6,8.9,D,0,2008,1,34.138584,24.055315,22.40269
-4.3647,39.523,321.4,1.2,1.1,2008-01-03,1048,Aqua,MODIS,26,6.2,301.8,7.7,D,0,2008,1,33.22336,23.272953,20.246946
0.558,35.3109,325.7,2.0,1.4,2008-01-03,1049,Aqua,MODIS,73,6.2,305.1,31.2,D,0,2008,1,26.486803,11.113208,29.290318
-1.5876,41.4021,328.5,1.0,1.0,2008-01-03,1049,Aqua,MODIS,75,6.2,303.9,15.7,D,0,2008,1,33.495182,23.785385,2.4553368
1.5474,40.8644,331.0,1.0,1.0,2008-01-03,1049,Aqua,MODIS,32,6.2,309.7,11.5,D,0,2008,1,38.747154,22.689957,7.826066
-1.5666,41.4206,321.8,1.0,1.0,2008-01-03,1049,Aqua,MODIS,64,6.2,303.9,9.0,D,0,2008,1,33.52881,23.785072,2.4557006
0.152,35.0338,320.1,2.2,1.4,2008-01-03,1049,Aqua,MODIS,44,6.2,299.0,35.4,D,0,2008,1,26.279425,13.075704,61.76397
-1.5966,41.4034,323.8,1.0,1.0,2008-01-03,1049,Aqua,MODIS,63,6.2,302.3,10.4,D,0,2008,1,33.495182,23.785385,2.4553368
3.9788,34.0929,324.2,2.2,1.4,2008-01-03,1050,Aqua,MODIS,33,6.2,305.7,29.4,D,0,2008,1,,19.875277,11.955379
