latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month,max_temp,min_temp,rainfall
1.1795,39.1784,314.6,3.0,1.6,2006-12-03,1026,Aqua,MODIS,29,6.2,297.8,29.9,D,0,2006,12,33.349987,22.553219,29.875055
1.1792,39.1834,314.5,3.0,1.6,2006-12-03,1026,Aqua,MODIS,19,6.2,297.3,29.2,D,0,2006,12,33.349987,22.553219,29.875055
-1.519,39.7255,309.1,2.0,1.4,2006-12-04,812,Terra,MODIS,18,6.2,293.2,15.1,D,0,2006,12,31.459534,23.551626,90.4856
1.1868,39.1869,321.4,1.2,1.1,2006-12-04,1108,Aqua,MODIS,36,6.2,303.3,13.1,D,0,2006,12,33.349987,22.553219,29.875055
-0.0725,35.0949,316.8,1.1,1.0,2006-12-04,1108,Aqua,MODIS,68,6.2,299.3,8.3,D,0,2006,12,28.645182,16.871584,106.7321
-0.0817,35.0962,317.0,1.1,1.0,2006-12-04,1108,Aqua,MODIS,69,6.2,299.0,8.4,D,0,2006,12,28.645182,16.871584,106.7321
-1.9031,40.0295,315.1,1.3,1.1,2006-12-06,800,Terra,MODIS,24,6.2,297.9,11.4,D,0,2006,12,31.634262,23.88118,81.407555
-0.1802,35.1683,314.0,1.3,1.1,2006-12-09,1127,Aqua,MODIS,60,6.2,300.3,7.7,D,0,2006,12,27.946709,16.378084,111.11184
0.5588,34.6968,317.4,1.2,1.1,2006-12-09,1127,Aqua,MODIS,49,6.2,300.9,10.8,D,0,2006,12,26.891312,15.08147,86.279755
-0.9268,34.5529,314.5,1.0,1.0,2006-12-11,1114,Aqua,MODIS,49,6.2,298.0,6.2,D,0,2006,12,25.093105,15.876875,205.63475
-0.9281,34.544,325.2,1.0,1.0,2006-12-11,1114,Aqua,MODIS,60,6.2,299.2,17.3,D,0,2006,12,25.093105,15.876875,205.63475
0.5716,34.7315,318.6,1.0,1.0,2006-12-11,1115,Aqua,MODIS,65,6.2,305.3,6.3,D,0,2006,12,26.772047,14.890935,83.42427
-3.4894,37.6226,330.2,1.0,1.0,2006-12-20,1107,Aqua,MODIS,77,6.2,296.1,20.8,D,0,2006,12,,,
1.1729,39.2847,314.6,2.2,1.4,2006-12-27,817,Terra,MODIS,48,6.2,296.0,22.0,D,0,2006,12,33.757652,22.711233,30.751858
