latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month
-3.8424,39.7816,363.6,1.0,1.0,2007-01-14,1101,Aqua,MODIS,100,6.2,301.8,87.8,D,0,2007,1
-3.8334,39.7803,340.6,1.0,1.0,2007-01-14,1101,Aqua,MODIS,90,6.2,299.8,35.3,D,0,2007,1
-3.8321,39.7894,323.9,1.0,1.0,2007-01-14,1101,Aqua,MODIS,76,6.2,299.1,11.4,D,0,2007,1
-3.8411,39.7907,336.8,1.0,1.0,2007-01-14,1101,Aqua,MODIS,87,6.2,299.4,27.7,D,0,2007,1
-3.083,39.5391,316.7,1.2,1.1,2007-01-16,1049,Aqua,MODIS,38,6.2,299.1,11.2,D,0,2007,1
0.554,39.7467,321.4,1.1,1.0,2007-01-16,1050,Aqua,MODIS,30,6.2,301.5,11.4,D,0,2007,1
1.6292,36.3419,332.0,2.9,1.6,2007-01-17,836,Terra,MODIS,62,6.2,306.9,55.4,D,0,2007,1
2.0565,36.4374,331.1,2.9,1.6,2007-01-17,836,Terra,MODIS,79,6.2,306.0,58.7,D,0,2007,1
1.6333,36.3158,331.7,2.9,1.6,2007-01-17,836,Terra,MODIS,83,6.2,306.6,55.6,D,0,2007,1
-0.9889,37.122,324.7,2.3,1.5,2007-01-17,1133,Aqua,MODIS,78,6.2,297.9,47.2,D,0,2007,1
-2.1686,40.1823,313.2,1.1,1.0,2007-01-18,742,Terra,MODIS,44,6.2,294.0,5.2,D,0,2007,1
-1.8374,41.1272,314.3,1.4,1.2,2007-01-18,1037,Aqua,MODIS,59,6.2,295.2,9.9,D,0,2007,1
-0.0166,35.061,312.5,3.8,1.8,2007-01-18,1038,Aqua,MODIS,62,6.2,294.2,40.8,D,0,2007,1
-0.0247,35.0682,312.6,3.8,1.8,2007-01-18,1038,Aqua,MODIS,65,6.2,294.9,40.8,D,0,2007,1
-0.0461,35.0606,311.6,1.4,1.2,2007-01-19,824,Terra,MODIS,66,6.2,297.1,8.0,D,0,2007,1
0.7511,35.2279,324.6,1.1,1.0,2007-01-19,1121,Aqua,MODIS,39,6.2,307.1,11.5,D,0,2007,1
-0.1272,39.9534,321.0,2.7,1.6,2007-01-20,1025,Aqua,MODIS,61,6.2,300.1,33.0,D,0,2007,1
3.0577,38.6351,329.3,3.0,1.7,2007-01-20,1026,Aqua,MODIS,74,6.2,307.8,60.5,D,0,2007,1
3.062,38.6619,334.4,3.0,1.7,2007-01-20,1026,Aqua,MODIS,81,6.2,309.1,94.7,D,0,2007,1
3.073,38.6376,323.8,3.0,1.7,2007-01-20,1026,Aqua,MODIS,56,6.2,307.4,28.9,D,0,2007,1
3.0582,38.6398,338.0,3.0,1.7,2007-01-20,1026,Aqua,MODIS,85,6.2,308.1,123.0,D,0,2007,1
3.0623,38.6667,331.6,3.0,1.7,2007-01-20,1026,Aqua,MODIS,78,6.2,309.0,75.6,D,0,2007,1
3.1925,38.9016,324.9,2.9,1.6,2007-01-20,1026,Aqua,MODIS,62,6.2,307.2,46.2,D,0,2007,1
3.1965,38.9269,321.6,2.9,1.6,2007-01-20,1026,Aqua,MODIS,36,6.2,304.8,32.5,D,0,2007,1
3.1901,38.9089,326.7,2.9,1.6,2007-01-20,1026,Aqua,MODIS,69,6.2,307.0,58.8,D,0,2007,1
-4.3708,39.4421,319.1,1.1,1.0,2007-01-21,1107,Aqua,MODIS,65,6.2,300.8,8.4,D,0,2007,1
3.1893,38.9132,333.2,1.3,1.1,2007-01-21,1109,Aqua,MODIS,74,6.2,313.9,21.4,D,0,2007,1
0.904,40.581,336.3,1.5,1.2,2007-01-21,1109,Aqua,MODIS,83,6.2,312.0,33.9,D,0,2007,1
3.2264,38.8907,346.0,1.3,1.1,2007-01-21,1109,Aqua,MODIS,90,6.2,313.2,51.7,D,0,2007,1
2.8286,39.5641,328.0,1.1,1.0,2007-01-23,759,Terra,MODIS,78,6.2,302.3,15.9,D,0,2007,1
2.83,39.5546,338.4,1.1,1.0,2007-01-23,759,Terra,MODIS,87,6.2,303.8,31.9,D,0,2007,1
0.7413,35.2549,317.8,1.1,1.1,2007-01-23,800,Terra,MODIS,59,6.2,305.2,7.7,D,0,2007,1
0.7775,35.3699,319.2,1.1,1.1,2007-01-23,800,Terra,MODIS,64,6.2,304.4,9.1,D,0,2007,1
0.3639,34.4968,315.9,1.2,1.1,2007-01-23,800,Terra,MODIS,63,6.2,303.8,8.9,D,0,2007,1
-4.5481,39.339,322.1,1.0,1.0,2007-01-23,1055,Aqua,MODIS,49,6.2,302.4,11.8,D,0,2007,1
-4.4449,39.4759,319.8,1.0,1.0,2007-01-23,1055,Aqua,MODIS,29,6.2,303.2,6.6,D,0,2007,1
-4.3421,39.5485,323.6,1.0,1.0,2007-01-23,1055,Aqua,MODIS,64,6.2,305.1,10.4,D,0,2007,1
-0.7253,36.0774,312.3,1.4,1.2,2007-01-23,1056,Aqua,MODIS,56,6.2,297.3,10.6,D,0,2007,1
0.1405,34.2638,314.8,1.8,1.3,2007-01-23,1056,Aqua,MODIS,56,6.2,301.9,12.9,D,0,2007,1
0.135,34.2578,318.3,1.8,1.3,2007-01-23,1056,Aqua,MODIS,65,6.2,302.3,19.9,D,0,2007,1
-0.7236,36.0893,323.1,1.4,1.2,2007-01-23,1056,Aqua,MODIS,77,6.2,295.8,26.9,D,0,2007,1
0.4048,34.546,318.2,2.0,1.4,2007-01-24,1139,Aqua,MODIS,52,6.2,302.9,17.8,D,0,2007,1
0.3616,34.5134,321.9,2.1,1.4,2007-01-25,748,Terra,MODIS,75,6.2,298.9,35.2,D,0,2007,1
2.2058,39.9127,334.4,1.9,1.3,2007-01-27,1032,Aqua,MODIS,76,6.2,310.7,46.5,D,0,2007,1
2.2083,39.9293,333.0,1.9,1.3,2007-01-27,1032,Aqua,MODIS,66,6.2,311.0,40.9,D,0,2007,1
2.2202,39.9276,327.5,1.9,1.3,2007-01-27,1032,Aqua,MODIS,45,6.2,310.1,24.8,D,0,2007,1
0.2672,40.1393,309.4,1.1,1.1,2007-01-27,1957,Terra,MODIS,15,6.2,297.0,7.0,N,0,2007,1
0.2728,40.1422,308.0,1.1,1.1,2007-01-27,1957,Terra,MODIS,68,6.2,297.2,6.7,N,0,2007,1
0.2686,40.1493,319.8,1.1,1.1,2007-01-27,1957,Terra,MODIS,99,6.2,297.5,17.1,N,0,2007,1
0.4771,34.3935,315.2,1.1,1.0,2007-01-28,818,Terra,MODIS,61,6.2,300.1,5.8,D,0,2007,1
0.9016,35.1528,318.1,1.1,1.1,2007-01-28,818,Terra,MODIS,64,6.2,304.4,9.1,D,0,2007,1
0.9069,35.1492,317.8,1.1,1.1,2007-01-28,818,Terra,MODIS,62,6.2,304.7,7.7,D,0,2007,1
0.6857,35.3707,317.7,1.2,1.1,2007-01-28,818,Terra,MODIS,59,6.2,305.0,7.5,D,0,2007,1
-0.9286,34.5543,312.4,1.1,1.1,2007-01-28,819,Terra,MODIS,52,6.2,294.7,7.3,D,0,2007,1
-0.9192,34.5557,327.5,1.1,1.1,2007-01-28,819,Terra,MODIS,81,6.2,297.1,24.2,D,0,2007,1
-3.842,39.788,312.4,4.2,1.9,2007-01-29,1018,Aqua,MODIS,41,6.2,293.3,45.7,D,0,2007,1
0.3778,34.4966,318.4,1.1,1.0,2007-01-30,806,Terra,MODIS,72,6.2,295.7,9.7,D,0,2007,1
-2.9843,40.1223,326.6,1.1,1.0,2007-01-30,1102,Aqua,MODIS,76,6.2,303.6,10.8,D,0,2007,1
-2.9857,40.1129,325.9,1.1,1.0,2007-01-30,1102,Aqua,MODIS,75,6.2,304.8,10.5,D,0,2007,1
-0.7208,36.0782,318.2,1.1,1.1,2007-01-30,1102,Aqua,MODIS,72,6.2,293.5,15.3,D,0,2007,1
0.4241,35.492,320.9,1.2,1.1,2007-01-30,1103,Aqua,MODIS,50,6.2,298.0,16.7,D,0,2007,1
3.2413,38.8126,337.6,1.1,1.0,2007-01-30,1103,Aqua,MODIS,82,6.2,301.9,28.9,D,0,2007,1
