latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month
1.1149,35.0401,316.6,1.4,1.2,2012-01-01,824,Terra,MODIS,65,6.2,303.2,10.6,D,0,2012,1
-0.728,34.5153,316.1,1.3,1.2,2012-01-01,824,Terra,MODIS,68,6.2,300.8,11.3,D,0,2012,1
-4.606,39.2367,331.3,1.6,1.3,2012-01-01,1119,Aqua,MODIS,71,6.2,305.2,37.3,D,0,2012,1
-4.5947,39.2349,325.6,1.6,1.3,2012-01-01,1119,Aqua,MODIS,66,6.2,305.7,23.8,D,0,2012,1
-0.0449,34.8469,324.1,1.0,1.0,2012-01-03,812,Terra,MODIS,76,6.2,302.4,14.8,D,0,2012,1
0.8542,34.8728,317.2,1.0,1.0,2012-01-03,812,Terra,MODIS,64,6.2,303.2,6.3,D,0,2012,1
0.4457,34.5202,319.0,1.0,1.0,2012-01-03,812,Terra,MODIS,66,6.2,307.5,6.9,D,0,2012,1
0.5536,34.975,317.7,1.0,1.0,2012-01-03,812,Terra,MODIS,61,6.2,305.3,6.1,D,0,2012,1
0.4471,34.5113,322.9,1.0,1.0,2012-01-03,812,Terra,MODIS,73,6.2,308.1,10.8,D,0,2012,1
-0.0497,35.6318,311.7,1.1,1.0,2012-01-03,812,Terra,MODIS,42,6.2,295.1,7.2,D,0,2012,1
-0.0222,34.836,318.2,1.1,1.0,2012-01-03,1108,Aqua,MODIS,38,6.2,303.5,9.1,D,0,2012,1
-0.0447,34.8538,317.3,1.1,1.0,2012-01-03,1108,Aqua,MODIS,55,6.2,305.4,6.5,D,0,2012,1
1.7445,35.9871,308.9,1.6,1.2,2012-01-03,2329,Aqua,MODIS,76,6.2,294.5,15.8,N,0,2012,1
1.7409,35.9953,319.7,1.6,1.2,2012-01-03,2329,Aqua,MODIS,99,6.2,295.3,32.5,N,0,2012,1
1.7424,36.0013,314.2,1.6,1.2,2012-01-03,2329,Aqua,MODIS,89,6.2,295.7,23.1,N,0,2012,1
-4.5754,39.256,323.6,1.1,1.0,2012-01-05,1055,Aqua,MODIS,43,6.2,301.1,8.9,D,0,2012,1
0.3692,40.7529,328.4,1.0,1.0,2012-01-05,1056,Aqua,MODIS,64,6.2,308.1,11.1,D,0,2012,1
-0.1636,39.9233,330.0,1.0,1.0,2012-01-05,1056,Aqua,MODIS,68,6.2,309.6,12.6,D,0,2012,1
2.5055,39.6719,330.5,1.0,1.0,2012-01-05,1057,Aqua,MODIS,57,6.2,314.0,9.0,D,0,2012,1
2.5068,39.6808,331.3,1.0,1.0,2012-01-05,1057,Aqua,MODIS,58,6.2,314.3,9.3,D,0,2012,1
0.56,34.6799,333.7,3.0,1.6,2012-01-06,842,Terra,MODIS,83,6.2,280.8,151.5,D,0,2012,1
0.5604,34.6855,336.2,3.0,1.6,2012-01-06,842,Terra,MODIS,89,6.2,282.1,168.3,D,0,2012,1
0.5747,34.682,317.7,3.0,1.6,2012-01-06,842,Terra,MODIS,72,6.2,281.4,62.7,D,0,2012,1
0.3701,35.3477,314.7,1.2,1.1,2012-01-10,818,Terra,MODIS,56,6.2,299.4,7.9,D,0,2012,1
0.7514,35.459,317.5,1.2,1.1,2012-01-10,818,Terra,MODIS,63,6.2,301.5,11.8,D,0,2012,1
0.0602,37.375,309.4,1.6,1.3,2012-01-10,818,Terra,MODIS,36,6.2,293.4,13.0,D,0,2012,1
1.1506,34.9215,328.9,1.1,1.0,2012-01-10,818,Terra,MODIS,80,6.2,307.0,20.3,D,0,2012,1
-0.2932,35.5463,329.4,1.2,1.1,2012-01-10,818,Terra,MODIS,83,6.2,292.4,33.2,D,0,2012,1
-0.4671,34.8575,328.0,1.0,1.0,2012-01-10,1114,Aqua,MODIS,79,6.2,301.3,14.5,D,0,2012,1
-0.1895,36.6719,326.0,1.1,1.0,2012-01-10,1114,Aqua,MODIS,78,6.2,292.6,23.1,D,0,2012,1
-0.4659,34.8664,324.0,1.0,1.0,2012-01-10,1114,Aqua,MODIS,74,6.2,301.4,10.0,D,0,2012,1
1.0577,34.8392,328.0,1.0,1.0,2012-01-10,1115,Aqua,MODIS,76,6.2,310.8,13.1,D,0,2012,1
1.0716,35.1272,318.6,1.0,1.0,2012-01-10,1115,Aqua,MODIS,43,6.2,303.0,5.1,D,0,2012,1
1.1426,35.0477,322.9,1.0,1.0,2012-01-10,1115,Aqua,MODIS,66,6.2,307.0,8.2,D,0,2012,1
0.5582,34.7109,305.2,2.7,1.6,2012-01-10,2040,Terra,MODIS,63,6.2,287.1,34.7,N,0,2012,1
0.5548,34.6871,314.2,2.7,1.6,2012-01-10,2040,Terra,MODIS,89,6.2,287.2,61.8,N,0,2012,1
0.6728,40.7773,326.2,3.0,1.6,2012-01-11,1019,Aqua,MODIS,73,6.2,303.9,47.3,D,0,2012,1
0.6723,40.7845,326.8,3.0,1.6,2012-01-11,1019,Aqua,MODIS,74,6.2,303.9,49.6,D,0,2012,1
0.4209,40.7738,309.6,1.0,1.0,2012-01-11,1944,Terra,MODIS,75,6.2,295.5,5.8,N,0,2012,1
0.4196,40.7648,317.3,1.0,1.0,2012-01-11,1944,Terra,MODIS,94,6.2,295.6,12.0,N,0,2012,1
-0.6021,39.7304,312.7,1.1,1.0,2012-01-11,1944,Terra,MODIS,85,6.2,296.0,9.1,N,0,2012,1
-0.6008,39.74,306.4,1.1,1.0,2012-01-11,1944,Terra,MODIS,66,6.2,295.8,4.2,N,0,2012,1
1.5855,39.8386,305.9,1.0,1.0,2012-01-11,1945,Terra,MODIS,21,6.2,293.9,4.5,N,0,2012,1
1.5674,39.8413,313.8,1.0,1.0,2012-01-11,1945,Terra,MODIS,88,6.2,295.7,9.9,N,0,2012,1
1.5661,39.8321,323.7,1.0,1.0,2012-01-11,1945,Terra,MODIS,100,6.2,296.7,19.7,N,0,2012,1
